Resume_ID,Name,Experience (Years),Education,Certifications,Job Role,Recruiter Decision,Salary Expectation ($),Projects Count,AI Score (0-100),Skill_Feature_0,Skill_Feature_1,Skill_Feature_2,Skill_Feature_3,Skill_Feature_4,Skill_Feature_5,Skill_Feature_6,Skill_Feature_7,Skill_Feature_8,Skill_Feature_9,Skill_Feature_10,Skill_Feature_11,Skill_Feature_12,Skill_Feature_13,Skill_Feature_14
16,Courtney Cook,-1.2522746099815174,4,2,1,1,-1.2417655841654762,0.2684414961218985,-1.1419693658723256,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0
17,Megan Brown,1.640556881248887,4,3,2,0,1.535338706538754,-0.9700429150517972,0.7652863600104727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6984884945756262,0.0,0.0,0.7156212845810802,0.0
18,Frances Davis MD,-0.6094231674858719,1,3,1,0,-0.5910282698296766,0.2684414961218985,-0.1883415029309264,0.45603409359026126,0.0,0.4369312027583973,0.4369312027583973,0.0,0.0,0.44971997851865386,0.0,0.45603409359026126,0.0,0.0,0.0,0.0,0.0,0.0
19,Jonathon Pineda,-0.6094231674858719,3,3,2,0,1.408368748268311,1.506925907295594,0.5268793942751229,0.0,0.5880000324369847,0.0,0.0,0.0,0.5300324888198209,0.0,0.0,0.0,0.0,0.4267767689292301,0.0,0.0,0.43724491095025664,0.0
20,Jennifer Collins,1.640556881248887,1,1,2,0,-1.1645418044174014,1.19730480450217,0.7652863600104727,0.0,0.0,0.0,0.0,0.0,0.5353605479835043,0.0,0.5766492331950099,0.0,0.0,0.4310668679750521,0.0,0.0,0.4416402391682489,0.0
21,Nichole Welch,0.0334282750097736,0,3,3,0,-0.974455839540044,-0.3508007094649493,0.2884724285397731,0.0,0.0,0.0,0.0,0.6141273808722898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6430054605852189,0.4575932011301434,0.0
22,Amber Davis,0.3548539962575963,0,2,0,0,1.144141009467563,1.506925907295594,0.7652863600104727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5316120769483262,0.3935739484243315,0.5390023268991468,0.0,0.0,0.5215022898911122
23,William Clark,-0.2879974462380492,3,0,2,0,1.174223122657791,0.8876837017087462,0.7652863600104727,0.0,0.4171783476641136,0.0,0.0,0.0,0.752102264272741,0.0,0.40505337534740243,0.0,0.0,0.0,0.0,0.0,0.3102195568234414,0.0
24,Taylor Williams,0.9977054387532418,3,1,0,0,0.6246276896109256,-1.589285120638645,0.7652863600104727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5316120769483262,0.3935739484243315,0.5390023268991468,0.0,0.0,0.5215022898911122
25,Lori Johnson,-1.57370033122934,1,1,0,0,0.4805113609073798,1.506925907295594,-0.1883415029309264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5316120769483262,0.3935739484243315,0.5390023268991468,0.0,0.0,0.5215022898911122
26,Roy Huang,0.6762797175054192,1,1,0,0,-0.5012594241191547,1.506925907295594,0.7652863600104727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8037110265945709,0.5950198196113311,0.0,0.0,0.0,0.0
27,Christopher Ayers,-0.6094231674858719,0,1,1,1,-0.1645828441719556,-0.9700429150517972,-1.1419693658723256,0.5938141022556435,0.0,0.5689397208678282,0.5689397208678282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Shaun Gomez,-1.2522746099815174,2,3,0,1,-1.6609617848552778,-0.0411796066715253,-1.857190263078375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7022090265001826,0.0,0.711970844277816,0.0,0.0,0.0
29,Claudia Harris,1.640556881248887,1,2,0,0,1.7064985511405857,-0.9700429150517972,0.7652863600104727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6230438327371917,0.46126457980306673,0.6317051289227046,0.0,0.0,0.0
30,Steven Thomas,1.640556881248887,1,0,2,0,-0.8711435316140081,-0.3508007094649493,0.7652863600104727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6984884945756262,0.0,0.0,0.7156212845810802,0.0
31,Abigail Watts,-0.2879974462380492,4,3,2,0,0.2033478793495064,1.506925907295594,0.7652863600104727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6984884945756262,0.0,0.0,0.7156212845810802,0.0
32,Logan Mcclure,-1.2522746099815174,0,3,1,0,-0.9284427948334902,1.506925907295594,-0.4267484686662762,0.0,0.0,0.49095472918684435,0.49095472918684435,0.0,0.0,0.5053247487697211,0.0,0.5124195605741088,0.0,0.0,0.0,0.0,0.0,0.0
33,Elizabeth Serrano,0.9977054387532418,2,0,2,0,-1.2463234801033896,-0.3508007094649493,0.7652863600104727,0.0,0.39927619763776495,0.0,0.0,0.0,0.7198277043739427,0.0,0.38767153773586266,0.0,0.0,0.2897989730237911,0.0,0.0,0.2969072718535799,0.0
34,Maria Glover,1.319131160001065,0,1,0,0,0.8476173223067432,-0.3508007094649493,0.7652863600104727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4646747867882156,0.636375431689343,0.0,0.0,0.6157139372026015
35,Sandra Juarez,-1.57370033122934,2,1,1,0,-1.43219881730477,1.506925907295594,-0.4267484686662762,0.0,0.0,0.49095472918684435,0.49095472918684435,0.0,0.0,0.5053247487697211,0.0,0.5124195605741088,0.0,0.0,0.0,0.0,0.0,0.0
36,Bradley Cruz,0.6762797175054192,4,0,0,0,0.525656234959093,0.2684414961218985,0.7652863600104727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7022090265001826,0.0,0.711970844277816,0.0,0.0,0.0
37,Darrell Wilkinson,0.6762797175054192,2,2,0,0,0.0408697412960811,-0.6604218122583732,0.7652863600104727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8037110265945709,0.5950198196113311,0.0,0.0,0.0,0.0
38,Jason Flores,0.0334282750097736,1,2,3,0,0.7601057202988071,0.5780625989153224,0.7652863600104727,0.0,0.0,0.0,0.0,0.8018777642322383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59748811806588,0.0
39,Denise Harper,0.6762797175054192,4,3,1,0,1.1492198077983806,-1.589285120638645,-0.1883415029309264,0.7120188027312,0.0,0.0,0.0,0.0,0.0,0.7021603980268528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,Kim Blake,-1.2522746099815174,3,0,2,0,-1.199398856209253,0.8876837017087462,-0.6651554344016261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6984884945756262,0.0,0.0,0.7156212845810802,0.0
41,Lindsey Jackson,1.640556881248887,3,0,3,0,0.916506663768348,1.19730480450217,0.7652863600104727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
42,Frances Salazar,-1.2522746099815174,2,0,1,0,-1.249926388320978,1.506925907295594,-0.1883415029309264,0.0,0.0,0.0,0.0,0.0,0.0,0.7021603980268528,0.0,0.7120188027312,0.0,0.0,0.0,0.0,0.0,0.0
43,Justin Ross,-0.6094231674858719,2,3,0,0,-0.5899864650438679,1.506925907295594,0.5268793942751229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6311401862237197,0.46725863815445684,0.0,0.0,0.0,0.6191376506105334
44,Denise Ramirez,-1.2522746099815174,3,1,2,0,-1.2847834401128295,0.8876837017087462,-0.6651554344016261,0.0,0.0,0.0,0.0,0.0,0.596706624911073,0.0,0.6427265120551148,0.0,0.0,0.48046210515367666,0.0,0.0,0.0,0.0
45,Tanya West,-0.2879974462380492,2,0,2,0,0.6724638926926447,0.2684414961218985,0.5268793942751229,0.0,0.0,0.0,0.0,0.0,0.5353605479835043,0.0,0.5766492331950099,0.0,0.0,0.4310668679750521,0.0,0.0,0.4416402391682489,0.0
46,Ryan Peters,0.0334282750097736,0,0,3,0,-0.3142120565337394,-0.3508007094649493,0.2884724285397731,0.0,0.0,0.0,0.0,0.8018777642322383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59748811806588,0.0
47,Terry Burns,-0.2879974462380492,3,0,3,0,-1.275884690900713,1.19730480450217,0.7652863600104727,0.0,0.0,0.0,0.0,0.6141273808722898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6430054605852189,0.4575932011301434,0.0
48,Christopher Stevenson,0.9977054387532418,4,2,2,0,1.0193414778342214,1.19730480450217,0.7652863600104727,0.0,0.0,0.0,0.0,0.0,0.596706624911073,0.0,0.6427265120551148,0.0,0.0,0.48046210515367666,0.0,0.0,0.0,0.0
49,David Nash,-1.2522746099815174,3,1,3,0,-1.456681229771276,1.19730480450217,-0.1883415029309264,0.0,0.0,0.0,0.0,0.6141273808722898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6430054605852189,0.4575932011301434,0.0
50,Christopher Nicholson,0.0334282750097736,1,1,0,0,0.4055882333946328,-1.279664017845221,-0.4267484686662762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5897114439640606,0.8076140246787586,0.0,0.0,0.0
51,Kenneth Skinner,0.0334282750097736,4,3,0,0,-1.497875927343464,1.19730480450217,0.7652863600104727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5316120769483262,0.3935739484243315,0.5390023268991468,0.0,0.0,0.5215022898911122
52,Dalton Smith,1.319131160001065,2,3,1,0,-1.0824562690022193,-0.6604218122583732,0.7652863600104727,0.5124195605741088,0.0,0.49095472918684446,0.49095472918684446,0.0,0.0,0.5053247487697211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,James Bailey,-1.2522746099815174,3,3,2,1,-1.1281220454468368,-0.3508007094649493,-1.857190263078375,0.0,0.4171783476641136,0.0,0.0,0.0,0.752102264272741,0.0,0.40505337534740243,0.0,0.0,0.0,0.0,0.0,0.3102195568234414,0.0
54,William Hill,1.319131160001065,0,2,2,0,0.0872300542645712,-0.9700429150517972,0.7652863600104727,0.0,0.0,0.0,0.0,0.0,0.5353605479835043,0.0,0.5766492331950099,0.0,0.0,0.4310668679750521,0.0,0.0,0.4416402391682489,0.0
55,James Jones,-1.57370033122934,1,0,2,1,1.418092259602526,0.5780625989153224,-1.1419693658723256,0.0,0.0,0.0,0.0,0.0,0.5353605479835043,0.0,0.5766492331950099,0.0,0.0,0.4310668679750521,0.0,0.0,0.4416402391682489,0.0
56,Danielle Drake,-1.2522746099815174,0,2,1,1,-1.005666574581565,-0.3508007094649493,-1.3803763316076754,0.5105795044033113,0.0,0.4891917514464742,0.4891917514464742,0.0,0.0,0.0,0.0,0.5105795044033113,0.0,0.0,0.0,0.0,0.0,0.0
57,Rachel Wheeler,-0.6094231674858719,0,2,3,0,-1.3294942288371223,-0.6604218122583732,-0.4267484686662762,0.0,0.0,0.0,0.0,0.6141273808722898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6430054605852189,0.4575932011301434,0.0
58,April Flores,-1.2522746099815174,0,0,1,1,0.2725844890730473,-0.6604218122583732,-1.3803763316076754,0.45603409359026126,0.0,0.4369312027583973,0.4369312027583973,0.0,0.0,0.44971997851865386,0.0,0.45603409359026126,0.0,0.0,0.0,0.0,0.0,0.0
59,Ruth Oconnell,-0.9308488887336946,0,3,0,1,-0.7675707724915202,-1.279664017845221,-2.3340041945490744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7186773413737496,0.0,0.0,0.6953437128470775
60,Sarah Kane,0.3548539962575963,4,2,3,0,0.0123069267518242,-0.3508007094649493,0.7652863600104727,0.0,0.0,0.0,0.0,0.690681353782456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7231592269598958,0.0,0.0
61,Rebecca Wagner,-1.57370033122934,1,1,0,0,-0.3555369797041537,1.506925907295594,-0.6651554344016261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5897114439640606,0.8076140246787586,0.0,0.0,0.0
62,Laura Howell,0.9977054387532418,0,3,2,0,-0.3131702517479307,1.19730480450217,0.7652863600104727,0.0,0.39927619763776495,0.0,0.0,0.0,0.7198277043739427,0.0,0.38767153773586266,0.0,0.0,0.2897989730237911,0.0,0.0,0.2969072718535799,0.0
63,Kevin Miller,1.319131160001065,2,2,2,0,0.1931034656223869,-0.6604218122583732,0.7652863600104727,0.0,0.41813127742354694,0.0,0.0,0.0,0.7538202360557341,0.0,0.4059786089260114,0.0,0.0,0.3034841934063958,0.0,0.0,0.0,0.0
64,Joanna Foster,1.319131160001065,2,3,3,0,0.8274757631144405,0.8876837017087462,0.7652863600104727,0.0,0.0,0.0,0.0,0.6141273808722898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6430054605852189,0.4575932011301434,0.0
65,Steven Bell II,1.640556881248887,3,1,2,0,-0.7153068990701138,-0.9700429150517972,0.7652863600104727,0.0,0.39927619763776495,0.0,0.0,0.0,0.7198277043739427,0.0,0.38767153773586266,0.0,0.0,0.2897989730237911,0.0,0.0,0.2969072718535799,0.0
66,Cynthia Simmons,-1.2522746099815174,4,3,3,1,-0.7530289140229395,-0.6604218122583732,-2.095597228813725,0.0,0.0,0.0,0.0,0.690681353782456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7231592269598958,0.0,0.0
67,Brittney Mccormick,0.9977054387532418,0,3,3,0,0.3927393077029914,-1.279664017845221,0.7652863600104727,0.0,0.0,0.0,0.0,0.6141273808722898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6430054605852189,0.4575932011301434,0.0
68,David Mitchell,1.319131160001065,2,2,0,0,-1.3923497842475847,-0.3508007094649493,0.7652863600104727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5316120769483262,0.3935739484243315,0.5390023268991468,0.0,0.0,0.5215022898911122
69,Christopher Reed,1.319131160001065,2,2,1,0,0.0695193729058222,-0.6604218122583732,0.7652863600104727,0.45603409359026126,0.0,0.4369312027583973,0.4369312027583973,0.0,0.0,0.44971997851865386,0.0,0.45603409359026126,0.0,0.0,0.0,0.0,0.0,0.0
70,Jonathan Fowler,-1.2522746099815174,1,0,2,1,-1.5777910361215448,-1.279664017845221,-1.857190263078375,0.0,0.39927619763776495,0.0,0.0,0.0,0.7198277043739427,0.0,0.38767153773586266,0.0,0.0,0.2897989730237911,0.0,0.0,0.2969072718535799,0.0
71,Taylor Wright,0.9977054387532418,4,1,0,0,-1.272932910674255,-1.589285120638645,0.7652863600104727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5782836373419362,0.0,0.5863226959106564,0.0,0.0,0.5672862866689445
72,Curtis Townsend,-1.57370033122934,3,2,1,1,-0.8488315457846038,0.5780625989153224,-1.1419693658723256,0.0,0.0,0.49095472918684435,0.49095472918684435,0.0,0.0,0.5053247487697211,0.0,0.5124195605741088,0.0,0.0,0.0,0.0,0.0,0.0
73,Scott Kidd,-1.57370033122934,2,1,2,1,-0.4425276793191856,0.2684414961218985,-1.1419693658723256,0.0,0.39927619763776495,0.0,0.0,0.0,0.7198277043739427,0.0,0.38767153773586266,0.0,0.0,0.2897989730237911,0.0,0.0,0.2969072718535799,0.0
74,Donald Duffy,0.0334282750097736,3,0,3,0,-1.6964265561055178,0.2684414961218985,0.7652863600104727,0.0,0.0,0.0,0.0,0.8018777642322383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59748811806588,0.0
75,Michael Chapman,1.319131160001065,0,1,0,0,1.3761596169737231,-0.3508007094649493,0.7652863600104727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7138620385632589,0.0,0.0,0.0,0.0,0.7002863627819038
76,Carolyn James,-0.2879974462380492,1,1,3,0,0.3542359391608092,0.8876837017087462,0.7652863600104727,0.0,0.0,0.0,0.0,0.6141273808722898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6430054605852189,0.4575932011301434,0.0
78,Michael Vasquez,0.6762797175054192,4,3,1,0,-0.7634903704137691,-1.279664017845221,0.5268793942751229,0.45603409359026126,0.0,0.4369312027583973,0.4369312027583973,0.0,0.0,0.44971997851865386,0.0,0.45603409359026126,0.0,0.0,0.0,0.0,0.0,0.0
79,Brooke Charles,-1.2522746099815174,3,3,0,1,-0.1985717253089665,0.2684414961218985,-1.6187832973430252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6023945357627505,0.0,0.0,0.0,0.7981984861443803
80,Wesley Rodriguez,0.3548539962575963,0,1,2,0,0.1000789799562126,-0.3508007094649493,0.7652863600104727,0.0,0.39927619763776495,0.0,0.0,0.0,0.7198277043739427,0.0,0.38767153773586266,0.0,0.0,0.2897989730237911,0.0,0.0,0.2969072718535799,0.0
81,Jamie Rose,0.6762797175054192,3,3,0,0,0.3630478713074416,-0.3508007094649493,0.7652863600104727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5782836373419362,0.0,0.5863226959106564,0.0,0.0,0.5672862866689445
82,Melissa Clark,-1.2522746099815174,4,1,3,0,1.1759594639674722,1.506925907295594,-0.1883415029309264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
83,Ryan Moore,1.319131160001065,2,1,3,0,-1.2462800715706477,-0.3508007094649493,0.7652863600104727,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,Shawn Richardson,1.640556881248887,1,3,0,0,-0.7502941764601915,-0.9700429150517972,0.7652863600104727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6311401862237197,0.46725863815445684,0.0,0.0,0.0,0.6191376506105334
85,Lisa Navarro,-1.57370033122934,0,0,3,1,-1.2026110876321634,-0.9700429150517972,-2.3340041945490744,0.0,0.0,0.0,0.0,0.8018777642322383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59748811806588,0.0
86,Renee Patterson MD,0.9977054387532418,2,3,3,0,0.3159062047495951,-0.9700429150517972,0.7652863600104727,0.0,0.0,0.0,0.0,0.690681353782456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7231592269598958,0.0,0.0
87,Heather Bauer,0.3548539962575963,2,1,2,0,-0.3408214871046049,1.506925907295594,0.7652863600104727,0.0,0.39927619763776495,0.0,0.0,0.0,0.7198277043739427,0.0,0.38767153773586266,0.0,0.0,0.2897989730237911,0.0,0.0,0.2969072718535799,0.0
88,Derek Smith,0.6762797175054192,0,3,0,0,0.8053808199487463,0.5780625989153224,0.7652863600104727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5897114439640606,0.8076140246787586,0.0,0.0,0.0
89,Jose Mclaughlin,0.0334282750097736,4,2,3,0,0.9696821163773368,1.506925907295594,0.7652863600104727,0.0,0.0,0.0,0.0,0.6141273808722898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6430054605852189,0.4575932011301434,0.0
90,Christina Johnson,1.640556881248887,2,3,1,0,-0.8530421734605809,0.8876837017087462,0.7652863600104727,0.45603409359026126,0.0,0.4369312027583973,0.4369312027583973,0.0,0.0,0.44971997851865386,0.0,0.45603409359026126,0.0,0.0,0.0,0.0,0.0,0.0
91,David Santos,-0.2879974462380492,3,2,0,0,-1.3310569360158355,0.5780625989153224,0.5268793942751229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7138620385632589,0.0,0.0,0.0,0.0,0.7002863627819038
92,Melissa Salinas,-0.2879974462380492,3,2,0,0,-0.5408045974471457,0.2684414961218985,0.5268793942751229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4646747867882156,0.636375431689343,0.0,0.0,0.6157139372026015
93,Cody Pace,0.0334282750097736,0,0,0,0,0.375853388466341,-1.589285120638645,-0.4267484686662762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5782836373419362,0.0,0.5863226959106564,0.0,0.0,0.5672862866689445
94,Juan Jimenez,-1.57370033122934,0,1,0,0,0.3282342280483321,1.506925907295594,-0.6651554344016261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7022090265001826,0.0,0.711970844277816,0.0,0.0,0.0
95,Madison Dunn,1.319131160001065,1,2,3,0,1.4485650495874325,0.8876837017087462,0.7652863600104727,0.0,0.0,0.0,0.0,0.8018777642322383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59748811806588,0.0
96,Stephen Watkins,-1.2522746099815174,0,0,0,1,0.7483854164584585,-0.3508007094649493,-1.1419693658723256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5316120769483262,0.3935739484243315,0.5390023268991468,0.0,0.0,0.5215022898911122
97,Dawn Tucker,-0.2879974462380492,4,1,0,0,0.4183937505535323,-0.9700429150517972,-0.1883415029309264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5316120769483262,0.3935739484243315,0.5390023268991468,0.0,0.0,0.5215022898911122
98,Michelle Benton,0.3548539962575963,1,0,0,0,1.2916432037249872,1.19730480450217,0.7652863600104727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5316120769483262,0.3935739484243315,0.5390023268991468,0.0,0.0,0.5215022898911122
99,Shannon Patel,0.3548539962575963,4,2,2,0,-0.726419483452074,0.8876837017087462,0.7652863600104727,0.0,0.653811032612437,0.0,0.0,0.0,0.5893555607423636,0.0,0.0,0.0,0.0,0.47454310305420405,0.0,0.0,0.0,0.0
100,Sandra Perkins,0.3548539962575963,0,2,3,0,-0.531732214104061,-0.6604218122583732,0.7652863600104727,0.0,0.0,0.0,0.0,0.6141273808722898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6430054605852189,0.4575932011301434,0.0
101,Sheryl Freeman,-1.2522746099815174,2,2,1,1,0.2500554605799327,-0.6604218122583732,-1.857190263078375,0.7120188027312,0.0,0.0,0.0,0.0,0.0,0.7021603980268528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,Elaine Ryan,0.9977054387532418,1,1,1,0,-0.9211067528000868,-0.6604218122583732,0.7652863600104727,0.5938141022556435,0.0,0.5689397208678282,0.5689397208678282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,Jonathan Hernandez,-0.9308488887336946,3,1,1,1,-1.3304058080247052,-0.6604218122583732,-1.3803763316076754,0.0,0.0,0.5689397208678282,0.5689397208678282,0.0,0.0,0.0,0.0,0.5938141022556435,0.0,0.0,0.0,0.0,0.0,0.0
104,Emily Williamson,0.9977054387532418,4,3,1,0,0.7608002568226796,0.5780625989153224,0.7652863600104727,0.0,0.0,0.49095472918684435,0.49095472918684435,0.0,0.0,0.5053247487697211,0.0,0.5124195605741088,0.0,0.0,0.0,0.0,0.0,0.0
