Resume_ID,Name,Skills,Experience (Years),Education,Certifications,Job Role,Recruiter Decision,Salary Expectation ($),Projects Count,AI Score (0-100)
29,Claudia Harris,"NLP, Pytorch, Python",1.6405568812488873,B.Tech,Google ML,0,0,1.7064985511405857,-0.9700429150517971,0.7652863600104727
30,Steven Thomas,"SQL, Python",1.6405568812488873,B.Tech,AWS Certified,2,0,-0.8711435316140081,-0.3508007094649493,0.7652863600104727
31,Abigail Watts,"Python, SQL",-0.2879974462380492,PhD,None,2,0,0.20334787934950643,1.506925907295594,0.7652863600104727
32,Logan Mcclure,"Ethical Hacking, Networking, Linux",-1.2522746099815174,B.Sc,None,1,0,-0.9284427948334902,1.506925907295594,-0.42674846866627625
33,Elizabeth Serrano,"Deep Learning, Machine Learning, SQL, Python",0.9977054387532418,M.Tech,AWS Certified,2,0,-1.2463234801033896,-0.3508007094649493,0.7652863600104727
34,Maria Glover,"TensorFlow, Python, Pytorch",1.3191311600010647,B.Sc,Deep Learning Specialization,0,0,0.8476173223067432,-0.3508007094649493,0.7652863600104727
35,Sandra Juarez,"Networking, Linux, Ethical Hacking",-1.57370033122934,M.Tech,Deep Learning Specialization,1,0,-1.43219881730477,1.506925907295594,-0.42674846866627625
36,Bradley Cruz,"NLP, Pytorch",0.6762797175054192,PhD,AWS Certified,0,0,0.525656234959093,0.2684414961218985,0.7652863600104727
37,Darrell Wilkinson,"Python, NLP",0.6762797175054192,M.Tech,Google ML,0,0,0.04086974129608119,-0.6604218122583732,0.7652863600104727
38,Jason Flores,"C++, SQL, Java",0.0334282750097736,B.Tech,Google ML,3,0,0.7601057202988071,0.5780625989153224,0.7652863600104727
39,Denise Harper,"Linux, Cybersecurity",0.6762797175054192,PhD,None,1,0,1.1492198077983806,-1.589285120638645,-0.18834150293092647
40,Kim Blake,"SQL, Python",-1.2522746099815174,MBA,AWS Certified,2,0,-1.199398856209253,0.8876837017087462,-0.6651554344016261
41,Lindsey Jackson,"C++, React",1.6405568812488873,MBA,AWS Certified,3,0,0.9165066637683479,1.1973048045021701,0.7652863600104727
42,Frances Salazar,"Networking, Linux",-1.2522746099815174,M.Tech,AWS Certified,1,0,-1.2499263883209781,1.506925907295594,-0.18834150293092647
43,Justin Ross,"NLP, TensorFlow, Python",-0.6094231674858719,M.Tech,None,0,0,-0.5899864650438679,1.506925907295594,0.5268793942751229
44,Denise Ramirez,"Machine Learning, Python",-1.2522746099815174,MBA,Deep Learning Specialization,2,0,-1.2847834401128297,0.8876837017087462,-0.6651554344016261
45,Tanya West,"SQL, Python, Machine Learning",-0.2879974462380492,M.Tech,AWS Certified,2,0,0.6724638926926447,0.2684414961218985,0.5268793942751229
46,Ryan Peters,"SQL, Java",0.0334282750097736,B.Sc,AWS Certified,3,0,-0.3142120565337394,-0.3508007094649493,0.2884724285397731
47,Terry Burns,"SQL, Java, C++, React",-0.2879974462380492,MBA,AWS Certified,3,0,-1.2758846909007133,1.1973048045021701,0.7652863600104727
48,Christopher Stevenson,"Python, Machine Learning",0.9977054387532418,PhD,Google ML,2,0,1.0193414778342214,1.1973048045021701,0.7652863600104727
49,David Nash,"React, SQL, Java",-1.2522746099815174,MBA,Deep Learning Specialization,3,0,-1.456681229771276,1.1973048045021701,-0.18834150293092647
50,Christopher Nicholson,"Pytorch, Python",0.0334282750097736,B.Tech,Deep Learning Specialization,0,0,0.40558823339463285,-1.279664017845221,-0.42674846866627625
51,Kenneth Skinner,"Python, NLP, TensorFlow, Pytorch",0.0334282750097736,PhD,None,0,0,-1.497875927343464,1.1973048045021701,0.7652863600104727
52,Dalton Smith,"Ethical Hacking, Cybersecurity, Linux",1.3191311600010647,M.Tech,None,1,0,-1.0824562690022193,-0.6604218122583732,0.7652863600104727
53,James Bailey,"SQL, Deep Learning, Machine Learning",-1.2522746099815174,MBA,None,2,1,-1.1281220454468368,-0.3508007094649493,-1.857190263078375
54,William Hill,"Python, SQL, Machine Learning",1.3191311600010647,B.Sc,Google ML,2,0,0.08723005426457121,-0.9700429150517971,0.7652863600104727
55,James Jones,"Python, SQL, Machine Learning",-1.57370033122934,B.Tech,AWS Certified,2,1,1.418092259602526,0.5780625989153224,-1.1419693658723256
56,Danielle Drake,"Cybersecurity, Networking, Ethical Hacking",-1.2522746099815174,B.Sc,Google ML,1,1,-1.005666574581565,-0.3508007094649493,-1.3803763316076754
57,Rachel Wheeler,"C++, Java, SQL, React",-0.6094231674858719,B.Sc,Google ML,3,0,-1.3294942288371225,-0.6604218122583732,-0.42674846866627625
58,April Flores,"Networking, Cybersecurity, Ethical Hacking, Linux",-1.2522746099815174,B.Sc,AWS Certified,1,1,0.2725844890730473,-0.6604218122583732,-1.3803763316076754
59,Ruth Oconnell,"TensorFlow, Pytorch",-0.9308488887336946,B.Sc,None,0,1,-0.7675707724915202,-1.279664017845221,-2.3340041945490744
60,Sarah Kane,"Java, React",0.35485399625759634,PhD,Google ML,3,0,0.012306926751824229,-0.3508007094649493,0.7652863600104727
61,Rebecca Wagner,"Python, Pytorch",-1.57370033122934,B.Tech,Deep Learning Specialization,0,0,-0.35553697970415377,1.506925907295594,-0.6651554344016261
62,Laura Howell,"SQL, Deep Learning, Machine Learning, Python",0.9977054387532418,B.Sc,None,2,0,-0.3131702517479307,1.1973048045021701,0.7652863600104727
63,Kevin Miller,"Machine Learning, Deep Learning, Python",1.3191311600010647,M.Tech,Google ML,2,0,0.19310346562238692,-0.6604218122583732,0.7652863600104727
64,Joanna Foster,"C++, React, Java, SQL",1.3191311600010647,M.Tech,None,3,0,0.8274757631144405,0.8876837017087462,0.7652863600104727
65,Steven Bell II,"Deep Learning, Python, Machine Learning, SQL",1.6405568812488873,MBA,Deep Learning Specialization,2,0,-0.7153068990701138,-0.9700429150517971,0.7652863600104727
66,Cynthia Simmons,"Java, React, C++",-1.2522746099815174,PhD,None,3,1,-0.7530289140229395,-0.6604218122583732,-2.0955972288137246
67,Brittney Mccormick,"Java, C++, React, SQL",0.9977054387532418,B.Sc,None,3,0,0.3927393077029914,-1.279664017845221,0.7652863600104727
68,David Mitchell,"Pytorch, Python, TensorFlow, NLP",1.3191311600010647,M.Tech,Google ML,0,0,-1.3923497842475847,-0.3508007094649493,0.7652863600104727
69,Christopher Reed,"Linux, Networking, Ethical Hacking, Cybersecurity",1.3191311600010647,M.Tech,Google ML,1,0,0.06951937290582222,-0.6604218122583732,0.7652863600104727
70,Jonathan Fowler,"SQL, Python, Machine Learning, Deep Learning",-1.2522746099815174,B.Tech,AWS Certified,2,1,-1.5777910361215448,-1.279664017845221,-1.857190263078375
71,Taylor Wright,"Pytorch, TensorFlow, NLP",0.9977054387532418,PhD,Deep Learning Specialization,0,0,-1.272932910674255,-1.589285120638645,0.7652863600104727
72,Curtis Townsend,"Ethical Hacking, Networking, Linux",-1.57370033122934,MBA,Google ML,1,1,-0.8488315457846038,0.5780625989153224,-1.1419693658723256
73,Scott Kidd,"Python, SQL, Machine Learning, Deep Learning",-1.57370033122934,M.Tech,Deep Learning Specialization,2,1,-0.4425276793191856,0.2684414961218985,-1.1419693658723256
74,Donald Duffy,"Java, SQL",0.0334282750097736,MBA,AWS Certified,3,0,-1.6964265561055178,0.2684414961218985,0.7652863600104727
75,Michael Chapman,"TensorFlow, NLP",1.3191311600010647,B.Sc,Deep Learning Specialization,0,0,1.3761596169737231,-0.3508007094649493,0.7652863600104727
76,Carolyn James,"Java, React, SQL, C++",-0.2879974462380492,B.Tech,Deep Learning Specialization,3,0,0.3542359391608092,0.8876837017087462,0.7652863600104727
78,Michael Vasquez,"Cybersecurity, Ethical Hacking, Linux, Networking",0.6762797175054192,PhD,None,1,0,-0.7634903704137691,-1.279664017845221,0.5268793942751229
79,Brooke Charles,"TensorFlow, Python",-1.2522746099815174,MBA,None,0,1,-0.19857172530896655,0.2684414961218985,-1.6187832973430252
80,Wesley Rodriguez,"Deep Learning, Python, Machine Learning, SQL",0.35485399625759634,B.Sc,Deep Learning Specialization,2,0,0.10007897995621265,-0.3508007094649493,0.7652863600104727
81,Jamie Rose,"NLP, TensorFlow, Pytorch",0.6762797175054192,MBA,None,0,0,0.36304787130744165,-0.3508007094649493,0.7652863600104727
82,Melissa Clark,"React, C++",-1.2522746099815174,PhD,Deep Learning Specialization,3,0,1.1759594639674722,1.506925907295594,-0.18834150293092647
83,Ryan Moore,"C++, Java",1.3191311600010647,M.Tech,Deep Learning Specialization,3,0,-1.2462800715706475,-0.3508007094649493,0.7652863600104727
84,Shawn Richardson,"Python, NLP, TensorFlow",1.6405568812488873,B.Tech,None,0,0,-0.7502941764601915,-0.9700429150517971,0.7652863600104727
85,Lisa Navarro,"Java, SQL, C++",-1.57370033122934,B.Sc,AWS Certified,3,1,-1.2026110876321634,-0.9700429150517971,-2.3340041945490744
86,Renee Patterson MD,"Java, React, C++",0.9977054387532418,M.Tech,None,3,0,0.3159062047495951,-0.9700429150517971,0.7652863600104727
87,Heather Bauer,"SQL, Deep Learning, Python, Machine Learning",0.35485399625759634,M.Tech,Deep Learning Specialization,2,0,-0.34082148710460497,1.506925907295594,0.7652863600104727
88,Derek Smith,"Python, Pytorch",0.6762797175054192,B.Sc,None,0,0,0.8053808199487463,0.5780625989153224,0.7652863600104727
89,Jose Mclaughlin,"React, SQL, Java",0.0334282750097736,PhD,Google ML,3,0,0.9696821163773369,1.506925907295594,0.7652863600104727
90,Christina Johnson,"Linux, Ethical Hacking, Cybersecurity, Networking",1.6405568812488873,M.Tech,None,1,0,-0.8530421734605809,0.8876837017087462,0.7652863600104727
91,David Santos,"NLP, TensorFlow",-0.2879974462380492,MBA,Google ML,0,0,-1.3310569360158357,0.5780625989153224,0.5268793942751229
92,Melissa Salinas,"Pytorch, TensorFlow, Python",-0.2879974462380492,MBA,Google ML,0,0,-0.5408045974471457,0.2684414961218985,0.5268793942751229
93,Cody Pace,"TensorFlow, NLP, Pytorch",0.0334282750097736,B.Sc,AWS Certified,0,0,0.37585338846634103,-1.589285120638645,-0.42674846866627625
94,Juan Jimenez,"NLP, Pytorch",-1.57370033122934,B.Sc,Deep Learning Specialization,0,0,0.3282342280483321,1.506925907295594,-0.6651554344016261
95,Madison Dunn,"Java, SQL, C++",1.3191311600010647,B.Tech,Google ML,3,0,1.4485650495874323,0.8876837017087462,0.7652863600104727
96,Stephen Watkins,"TensorFlow, Pytorch, Python, NLP",-1.2522746099815174,B.Sc,AWS Certified,0,1,0.7483854164584585,-0.3508007094649493,-1.1419693658723256
97,Dawn Tucker,"TensorFlow, NLP, Pytorch, Python",-0.2879974462380492,PhD,Deep Learning Specialization,0,0,0.4183937505535323,-0.9700429150517971,-0.18834150293092647
98,Michelle Benton,"TensorFlow, Pytorch, NLP, Python",0.35485399625759634,B.Tech,AWS Certified,0,0,1.2916432037249872,1.1973048045021701,0.7652863600104727
99,Shannon Patel,"Python, Deep Learning",0.35485399625759634,PhD,Google ML,2,0,-0.726419483452074,0.8876837017087462,0.7652863600104727
100,Sandra Perkins,"SQL, Java, React",0.35485399625759634,B.Sc,Google ML,3,0,-0.531732214104061,-0.6604218122583732,0.7652863600104727
101,Sheryl Freeman,"Linux, Cybersecurity",-1.2522746099815174,M.Tech,Google ML,1,1,0.2500554605799327,-0.6604218122583732,-1.857190263078375
102,Elaine Ryan,"Ethical Hacking, Cybersecurity",0.9977054387532418,B.Tech,Deep Learning Specialization,1,0,-0.9211067528000868,-0.6604218122583732,0.7652863600104727
103,Jonathan Hernandez,"Ethical Hacking, Networking",-0.9308488887336946,MBA,Deep Learning Specialization,1,1,-1.3304058080247052,-0.6604218122583732,-1.3803763316076754
104,Emily Williamson,"Ethical Hacking, Networking, Linux",0.9977054387532418,PhD,None,1,0,0.7608002568226796,0.5780625989153224,0.7652863600104727
105,Miguel Dunn,"Java, SQL",0.0334282750097736,B.Tech,Google ML,3,0,0.07841812211793875,-1.279664017845221,-0.42674846866627625
106,Natasha Orr,"Deep Learning, Machine Learning, SQL",0.6762797175054192,B.Tech,AWS Certified,2,0,1.6563616958235388,0.2684414961218985,0.7652863600104727
107,David Richardson,"NLP, Python, TensorFlow",1.3191311600010647,B.Tech,AWS Certified,0,0,1.115621603456048,-1.589285120638645,0.7652863600104727
108,Michael Lewis,"Python, Deep Learning, Machine Learning",-0.9308488887336946,B.Tech,Deep Learning Specialization,2,1,0.7826347487919216,-0.9700429150517971,-1.3803763316076754
109,Michael Jones,"Python, Machine Learning, SQL",-0.2879974462380492,B.Tech,None,2,0,0.25565516130365484,0.2684414961218985,0.05006546280442332
110,Nicole Hunt,"Ethical Hacking, Linux, Networking, Cybersecurity",0.6762797175054192,MBA,None,1,0,1.1825575609442611,-0.6604218122583732,0.7652863600104727
111,Austin Hunter,"Java, React",1.3191311600010647,B.Tech,Google ML,3,0,1.6452925199743207,-1.589285120638645,0.7652863600104727
112,Richard Jones MD,"Machine Learning, SQL, Deep Learning",0.0334282750097736,B.Tech,Deep Learning Specialization,2,0,-0.9099073513526427,-0.3508007094649493,0.5268793942751229
113,Sydney Nelson,"SQL, Python, Machine Learning, Deep Learning",-0.6094231674858719,MBA,Deep Learning Specialization,2,0,0.95757113574231,-1.279664017845221,-0.9035624001369759
114,Paula Mills,"Pytorch, TensorFlow",-1.57370033122934,B.Sc,Deep Learning Specialization,0,1,0.799520668028572,-0.6604218122583732,-2.3340041945490744
115,Meagan King,"C++, Java",-0.9308488887336946,MBA,Deep Learning Specialization,3,1,0.24163420522797854,-0.9700429150517971,-1.6187832973430252
116,Tina Smith,"NLP, TensorFlow, Pytorch",1.3191311600010647,PhD,None,0,0,0.3691250658913261,1.1973048045021701,0.7652863600104727
117,Mr. David Boyle,"Networking, Cybersecurity, Linux, Ethical Hacking",1.6405568812488873,B.Tech,None,1,0,0.9161593955064116,1.506925907295594,0.7652863600104727
118,Mariah Randolph,"React, C++, Java",0.0334282750097736,PhD,AWS Certified,3,0,-0.34273146254525433,1.506925907295594,0.7652863600104727
119,Sandra Freeman,"React, Java, SQL",-0.2879974462380492,MBA,Google ML,3,0,0.8510031878606218,1.1973048045021701,0.7652863600104727
120,Joseph Carroll,"React, C++, Java, SQL",0.0334282750097736,MBA,Deep Learning Specialization,3,0,-0.48242012090911285,0.8876837017087462,0.7652863600104727
121,Cynthia Espinoza,"Java, React",0.35485399625759634,B.Sc,Google ML,3,0,-0.7610160840474733,-1.589285120638645,-0.18834150293092647
122,Robert Carey,"Python, TensorFlow, Pytorch, NLP",-0.2879974462380492,B.Sc,AWS Certified,0,0,-1.4070218683143916,-0.9700429150517971,-0.18834150293092647
123,Stephen Mcdonald,"Linux, Networking, Cybersecurity, Ethical Hacking",0.6762797175054192,PhD,None,1,0,0.5039519685880771,-0.6604218122583732,0.7652863600104727
124,Haley Gonzalez,"SQL, Java",-1.2522746099815174,PhD,AWS Certified,3,0,-0.23143198459468467,1.1973048045021701,-0.42674846866627625
125,Jaime Wilson,"Java, C++, React",0.35485399625759634,MBA,AWS Certified,3,0,-0.6932119559044195,1.506925907295594,0.7652863600104727
126,Taylor Cunningham,"SQL, Python",1.3191311600010647,B.Sc,Deep Learning Specialization,2,0,-0.6017067688842164,-0.9700429150517971,0.7652863600104727
127,Sophia Bradley,"Machine Learning, Python, Deep Learning, SQL",0.0334282750097736,M.Tech,Deep Learning Specialization,2,0,0.6610040400487484,-0.04117960667152538,0.7652863600104727
128,Gary Hanson,"Pytorch, Python",-0.6094231674858719,MBA,Deep Learning Specialization,0,1,-1.357319098324765,-1.589285120638645,-1.6187832973430252
129,Michael Ingram,"Linux, Networking, Ethical Hacking, Cybersecurity",0.9977054387532418,B.Sc,AWS Certified,1,0,1.3564087345760987,-0.04117960667152538,0.7652863600104727
130,Shannon Alvarez,"Python, NLP, Pytorch",-0.6094231674858719,B.Sc,Deep Learning Specialization,0,1,0.5111577850232544,-1.589285120638645,-1.3803763316076754
131,Jonathan Howard,"NLP, Python, Pytorch, TensorFlow",-1.2522746099815174,B.Sc,AWS Certified,0,1,1.4531229455253456,-0.3508007094649493,-1.1419693658723256
132,Rebecca Reynolds,"Java, C++, SQL",-1.57370033122934,B.Sc,None,3,1,1.0074041313301625,-0.6604218122583732,-2.572411160284424
133,Eric Gregory,"Ethical Hacking, Networking, Linux, Cybersecurity",0.9977054387532418,B.Sc,Deep Learning Specialization,1,0,1.4825105221917012,-0.3508007094649493,0.7652863600104727
134,Brad Stephens,"C++, Java, React, SQL",-1.2522746099815174,PhD,None,3,1,1.587081677567256,-1.589285120638645,-2.572411160284424
135,Paul Castro,"TensorFlow, NLP, Python, Pytorch",0.35485399625759634,B.Sc,Deep Learning Specialization,0,0,-0.8319890350806954,-0.6604218122583732,0.7652863600104727
136,Elizabeth Williamson,"Networking, Cybersecurity",0.6762797175054192,B.Sc,None,1,0,-1.6104776612762948,-1.589285120638645,-0.18834150293092647
137,Mason Jones,"Linux, Cybersecurity, Ethical Hacking",-0.2879974462380492,M.Tech,None,1,0,1.51901709822775,-0.04117960667152538,-0.18834150293092647
138,Jean Clark,"Machine Learning, Python, SQL",1.6405568812488873,M.Tech,Google ML,2,0,0.37693860178489186,-0.6604218122583732,0.7652863600104727
139,Tyler Henderson,"Deep Learning, SQL, Python, Machine Learning",-0.2879974462380492,M.Tech,None,2,0,-0.8302526937710142,0.5780625989153224,0.5268793942751229
140,Jamie Robertson,"Ethical Hacking, Cybersecurity, Networking, Linux",-0.6094231674858719,MBA,Google ML,1,0,0.5777030657167892,-1.279664017845221,-0.9035624001369759
141,Ronald Thomas,"Deep Learning, Python, SQL",-0.6094231674858719,B.Sc,Google ML,2,0,-0.6632166597796756,-0.9700429150517971,-0.9035624001369759
142,Ashley Peters,"Cybersecurity, Ethical Hacking, Linux",1.3191311600010647,B.Tech,Deep Learning Specialization,1,0,-0.8729232814564315,-0.9700429150517971,0.7652863600104727
143,Thomas Davis,"SQL, Machine Learning, Deep Learning, Python",0.0334282750097736,B.Tech,None,2,0,0.4178294396278859,-0.6604218122583732,0.05006546280442332
144,David Krause,"Networking, Linux, Cybersecurity, Ethical Hacking",1.6405568812488873,MBA,Deep Learning Specialization,1,0,0.15104059739535805,-1.589285120638645,0.7652863600104727
145,Tabitha Clark,"TensorFlow, Pytorch, Python",0.0334282750097736,B.Tech,Google ML,0,0,-0.02871413668939588,-0.04117960667152538,0.7652863600104727
146,Catherine Garcia,"TensorFlow, Pytorch, NLP",1.6405568812488873,M.Tech,AWS Certified,0,0,-0.9451550799391725,0.8876837017087462,0.7652863600104727
147,Dawn Brown,"SQL, Python, Deep Learning, Machine Learning",1.6405568812488873,PhD,None,2,0,1.7236883301064303,-1.279664017845221,0.7652863600104727
148,Joshua Hughes,"Python, Machine Learning",0.9977054387532418,PhD,AWS Certified,2,0,0.6938208908017244,-0.3508007094649493,0.7652863600104727
149,Laurie Cervantes,"TensorFlow, NLP, Pytorch",0.35485399625759634,B.Tech,Deep Learning Specialization,0,0,-0.7260288066573957,-1.589285120638645,0.05006546280442332
150,Shannon Johnson,"Python, Machine Learning",1.3191311600010647,B.Sc,Google ML,2,0,0.1370630498524238,-0.9700429150517971,0.7652863600104727
151,Karen Peters,"Ethical Hacking, Networking, Linux",-0.6094231674858719,B.Tech,Google ML,1,0,1.6718151334797022,0.5780625989153224,0.2884724285397731
152,Jacqueline Lee,"SQL, React, Java",0.35485399625759634,PhD,AWS Certified,3,0,0.8483118588306158,1.506925907295594,0.7652863600104727
153,Dale Williams,"Python, Machine Learning, SQL, Deep Learning",0.6762797175054192,PhD,AWS Certified,2,0,-0.7771206496947671,-0.9700429150517971,0.7652863600104727
154,Victoria Kennedy,"Python, Deep Learning, SQL, Machine Learning",0.6762797175054192,B.Tech,Google ML,2,0,-0.6083048658610053,-1.589285120638645,0.7652863600104727
155,Brandon Ruiz,"Ethical Hacking, Linux, Cybersecurity",0.0334282750097736,MBA,Deep Learning Specialization,1,0,-1.1346767338908836,0.8876837017087462,0.7652863600104727
156,Anthony Neal,"Cybersecurity, Ethical Hacking, Networking, Linux",0.35485399625759634,M.Tech,None,1,0,0.8196188186881328,-0.9700429150517971,0.2884724285397731
157,Paul Wallace,"Linux, Ethical Hacking, Networking, Cybersecurity",0.35485399625759634,B.Sc,AWS Certified,1,0,-0.9077803332482831,-0.04117960667152538,0.7652863600104727
158,Renee Odonnell DDS,"Pytorch, TensorFlow, Python",-0.9308488887336946,PhD,None,0,1,0.2587371671283391,-1.279664017845221,-2.0955972288137246
159,Christopher White,"Ethical Hacking, Linux",0.35485399625759634,B.Sc,AWS Certified,1,0,1.4620651032702043,1.1973048045021701,0.7652863600104727
160,Margaret Holmes,"Cybersecurity, Linux",-0.9308488887336946,MBA,Deep Learning Specialization,1,1,1.6542346777191792,-1.279664017845221,-1.857190263078375
161,Michael Le,"SQL, Machine Learning",-0.6094231674858719,PhD,Deep Learning Specialization,2,0,1.4095407786523457,1.1973048045021701,0.5268793942751229
162,Patricia Scott,"SQL, Machine Learning",0.0334282750097736,M.Tech,AWS Certified,2,0,0.8283005252365391,0.8876837017087462,0.7652863600104727
163,Katie Wall,"Linux, Cybersecurity",0.0334282750097736,M.Tech,None,1,0,1.5296955972822899,1.506925907295594,0.7652863600104727
164,Steven Johnson,"TensorFlow, NLP, Python",-1.2522746099815174,M.Tech,None,0,1,-0.15420820484661,-0.9700429150517971,-2.3340041945490744
165,Rhonda Green,"Networking, Cybersecurity, Linux, Ethical Hacking",0.6762797175054192,M.Tech,Google ML,1,0,1.6369146731551085,1.506925907295594,0.7652863600104727
166,Christopher Fletcher,"Deep Learning, SQL",-0.9308488887336946,PhD,None,2,1,0.3961251732568699,-0.6604218122583732,-1.857190263078375
167,Joel Hansen,"Pytorch, NLP, Python",-0.6094231674858719,M.Tech,AWS Certified,0,0,-0.16905392304438488,0.2684414961218985,0.05006546280442332
168,Katherine Cabrera,"Networking, Cybersecurity, Ethical Hacking",-0.9308488887336946,B.Sc,Google ML,1,0,-0.7370111654411298,0.5780625989153224,-0.18834150293092647
169,Shawn Schmidt,"Java, C++, React, SQL",1.3191311600010647,B.Sc,Deep Learning Specialization,3,0,-0.5144122095399903,-0.9700429150517971,0.7652863600104727
170,Ruth Prince,"Python, Machine Learning",0.6762797175054192,M.Tech,None,2,0,0.80503355168681,-1.589285120638645,-0.18834150293092647
171,Scott Gray,"Networking, Ethical Hacking, Cybersecurity",0.9977054387532418,MBA,None,1,0,-1.5418921795438845,-1.279664017845221,0.7652863600104727
172,Lisa Lawson,"Deep Learning, SQL, Python",-0.6094231674858719,B.Sc,AWS Certified,2,0,-1.2681145635398896,0.2684414961218985,0.05006546280442332
173,Brenda Crawford,"React, SQL, C++",-0.6094231674858719,B.Tech,Google ML,3,0,0.8997509701299236,-0.04117960667152538,-0.18834150293092647
174,Phillip Shaw,"SQL, Python",1.3191311600010647,PhD,Deep Learning Specialization,2,0,-0.4728702437058659,0.8876837017087462,0.7652863600104727
175,Lisa Jones,"Machine Learning, Deep Learning, Python, SQL",0.35485399625759634,MBA,None,2,0,-0.16970505103551536,-0.3508007094649493,0.7652863600104727
176,Dillon Hoffman,"SQL, Machine Learning, Python, Deep Learning",1.3191311600010647,B.Sc,Google ML,2,0,-0.9884767956157203,-0.9700429150517971,0.7652863600104727
